utc_timestamp,DE_load_forecast
2020-01-01 00:00:00+00:00,43142.6
2020-01-01 01:00:00+00:00,41808.6
2020-01-01 02:00:00+00:00,40986.2
2020-01-01 03:00:00+00:00,41196.6
2020-01-01 04:00:00+00:00,41802.5
2020-01-01 05:00:00+00:00,42501.0
2020-01-01 06:00:00+00:00,43884.7
2020-01-01 07:00:00+00:00,45162.7
2020-01-01 08:00:00+00:00,47260.4
2020-01-01 09:00:00+00:00,49518.2
2020-01-01 10:00:00+00:00,51566.3
2020-01-01 11:00:00+00:00,52590.2
2020-01-01 12:00:00+00:00,51841.8
2020-01-01 13:00:00+00:00,50749.0
2020-01-01 14:00:00+00:00,50601.5
2020-01-01 15:00:00+00:00,52470.7
2020-01-01 16:00:00+00:00,55876.0
2020-01-01 17:00:00+00:00,56384.9
2020-01-01 18:00:00+00:00,54978.1
2020-01-01 19:00:00+00:00,52177.7
2020-01-01 20:00:00+00:00,50356.9
2020-01-01 21:00:00+00:00,49174.6
2020-01-01 22:00:00+00:00,45785.3
2020-01-01 23:00:00+00:00,42901.0
2020-01-02 00:00:00+00:00,44765.7
2020-01-02 01:00:00+00:00,44003.8
2020-01-02 02:00:00+00:00,44415.9
2020-01-02 03:00:00+00:00,45966.5
2020-01-02 04:00:00+00:00,49434.2
2020-01-02 05:00:00+00:00,56548.6
2020-01-02 06:00:00+00:00,62699.8
2020-01-02 07:00:00+00:00,65762.9
2020-01-02 08:00:00+00:00,66746.8
2020-01-02 09:00:00+00:00,67848.8
2020-01-02 10:00:00+00:00,68816.9
2020-01-02 11:00:00+00:00,68866.7
2020-01-02 12:00:00+00:00,68394.4
2020-01-02 13:00:00+00:00,67219.2
2020-01-02 14:00:00+00:00,66639.8
2020-01-02 15:00:00+00:00,67341.2
2020-01-02 16:00:00+00:00,70100.7
2020-01-02 17:00:00+00:00,69693.2
2020-01-02 18:00:00+00:00,67907.4
2020-01-02 19:00:00+00:00,64003.8
2020-01-02 20:00:00+00:00,60731.5
2020-01-02 21:00:00+00:00,58320.1
2020-01-02 22:00:00+00:00,54259.3
2020-01-02 23:00:00+00:00,50583.8
2020-01-03 00:00:00+00:00,48824.5
2020-01-03 01:00:00+00:00,48109.2
2020-01-03 02:00:00+00:00,48176.0
2020-01-03 03:00:00+00:00,49686.2
2020-01-03 04:00:00+00:00,52710.5
2020-01-03 05:00:00+00:00,59497.4
2020-01-03 06:00:00+00:00,65263.9
2020-01-03 07:00:00+00:00,68147.8
2020-01-03 08:00:00+00:00,68904.0
2020-01-03 09:00:00+00:00,69755.2
2020-01-03 10:00:00+00:00,70795.1
2020-01-03 11:00:00+00:00,70350.2
2020-01-03 12:00:00+00:00,69508.1
2020-01-03 13:00:00+00:00,67797.5
2020-01-03 14:00:00+00:00,66589.9
2020-01-03 15:00:00+00:00,67410.8
2020-01-03 16:00:00+00:00,69619.2
2020-01-03 17:00:00+00:00,69122.8
2020-01-03 18:00:00+00:00,66990.6
2020-01-03 19:00:00+00:00,63079.0
2020-01-03 20:00:00+00:00,59784.6
2020-01-03 21:00:00+00:00,57204.2
2020-01-03 22:00:00+00:00,53381.7
2020-01-03 23:00:00+00:00,50053.4
2020-01-04 00:00:00+00:00,48304.8
2020-01-04 01:00:00+00:00,47582.8
2020-01-04 02:00:00+00:00,47589.0
2020-01-04 03:00:00+00:00,48101.1
2020-01-04 04:00:00+00:00,49508.4
2020-01-04 05:00:00+00:00,53435.7
2020-01-04 06:00:00+00:00,58563.8
2020-01-04 07:00:00+00:00,62208.6
2020-01-04 08:00:00+00:00,63628.9
2020-01-04 09:00:00+00:00,64860.0
2020-01-04 10:00:00+00:00,65892.4
2020-01-04 11:00:00+00:00,65639.8
2020-01-04 12:00:00+00:00,64457.7
2020-01-04 13:00:00+00:00,63044.7
2020-01-04 14:00:00+00:00,62729.0
2020-01-04 15:00:00+00:00,64052.6
2020-01-04 16:00:00+00:00,66233.1
2020-01-04 17:00:00+00:00,65735.6
2020-01-04 18:00:00+00:00,63623.0
2020-01-04 19:00:00+00:00,60388.6
2020-01-04 20:00:00+00:00,57479.6
2020-01-04 21:00:00+00:00,56145.2
2020-01-04 22:00:00+00:00,52070.3
2020-01-04 23:00:00+00:00,48806.2
2020-01-05 00:00:00+00:00,46843.5
2020-01-05 01:00:00+00:00,45691.8
2020-01-05 02:00:00+00:00,45752.5
2020-01-05 03:00:00+00:00,46592.4
2020-01-05 04:00:00+00:00,48155.5
2020-01-05 05:00:00+00:00,51678.4
2020-01-05 06:00:00+00:00,56351.2
2020-01-05 07:00:00+00:00,59293.6
2020-01-05 08:00:00+00:00,60931.2
2020-01-05 09:00:00+00:00,62199.6
2020-01-05 10:00:00+00:00,64031.8
2020-01-05 11:00:00+00:00,64138.0
2020-01-05 12:00:00+00:00,62461.6
2020-01-05 13:00:00+00:00,60939.9
2020-01-05 14:00:00+00:00,60023.3
