utc_timestamp,forecast_de_load_mw
2020-01-07 04:00:00+00:00,53145.1
2020-01-07 05:00:00+00:00,60594.9
2020-01-07 06:00:00+00:00,66824.7
2020-01-07 07:00:00+00:00,69528.8
2020-01-07 08:00:00+00:00,70259.0
2020-01-07 09:00:00+00:00,71707.0
2020-01-07 10:00:00+00:00,73258.3
2020-01-07 11:00:00+00:00,73154.1
2020-01-07 12:00:00+00:00,72848.9
2020-01-07 13:00:00+00:00,71755.6
2020-01-07 14:00:00+00:00,71271.4
2020-01-07 15:00:00+00:00,72235.2
2020-01-07 16:00:00+00:00,75393.6
2020-01-07 17:00:00+00:00,74814.5
2020-01-07 18:00:00+00:00,72427.8
2020-01-07 19:00:00+00:00,68372.7
2020-01-07 20:00:00+00:00,64729.6
2020-01-07 21:00:00+00:00,62193.9
2020-01-07 22:00:00+00:00,57812.1
2020-01-07 23:00:00+00:00,49779.0
