date_utc,hours,mae_mw,rmse_mw,mape_percent,wape_percent,mean_error_mw
2020-01-01,24,1743.3611929034462,1998.8910280603147,4.118859893177278,3.9624359338786372,1448.7429026251236
2020-01-02,24,3990.1199608097763,4223.076895076432,7.223898593772759,7.378527178948919,3990.1199608097763
2020-01-03,24,4779.819404586304,5029.477039235181,8.404155564130996,8.593944434669192,4779.819404586304
2020-01-04,24,1328.221870500551,1558.238500329198,2.637894621777092,2.5269962521542886,1322.4130807498377
2020-01-05,24,1128.9986948308397,1265.5367953039033,2.3726019936272458,2.351913203742455,1122.0003833633302
2020-01-06,24,3339.7188245714224,3901.4172775697757,5.739593848742501,5.873651041584652,3339.7188245714224
2020-01-07,24,1834.1956251548654,2209.1690176807833,3.064579486487142,2.926250284425227,1740.8862851098918
