timestamp,forecast,lower_80,upper_80,lower_95,upper_95,q10,q50,q90
2020-01-01 00:00:00,33757.64693233649,29307.08958563997,37767.2535622424,26870.086725019217,39986.529948650685,29307.08958563997,33533.245343722665,37767.2535622424
2020-01-01 01:00:00,32997.62885708247,28624.186777787196,36947.599652729616,26510.55726785782,39383.235542665134,28624.186777787196,32585.146943979085,36947.599652729616
2020-01-01 02:00:00,33736.938728825786,29077.98350735475,38055.4692550912,27385.01662009759,39816.70918279339,29077.98350735475,33883.17189089722,38055.4692550912
2020-01-01 03:00:00,36324.922824738605,31778.24794475974,40923.74967634664,29324.97608647664,43072.29908439065,31778.24794475974,36445.95814802694,40923.74967634664
2020-01-01 04:00:00,40383.782680913995,35804.826145898995,44683.33751822396,33887.82797146341,47251.27116795554,35804.826145898995,40182.6220779174,44683.33751822396
2020-01-01 05:00:00,44887.49903131444,40524.39535702975,49075.315196042844,38611.038052381366,50490.531790639645,40524.39535702975,45091.98738159363,49075.315196042844
2020-01-01 06:00:00,48754.1583599087,45089.48039763102,53184.93713230481,42591.27064553455,55378.53009132698,45089.48039763102,48768.46057673427,53184.93713230481
2020-01-01 07:00:00,51436.205782036326,47271.1373281901,56202.592054214816,44980.29535006243,58419.51255259966,47271.1373281901,51569.34680596538,56202.592054214816
2020-01-01 08:00:00,53016.68569352513,48759.32252828059,57253.820818361906,46658.34447495727,59073.53049957082,48759.32252828059,52837.52762103353,57253.820818361906
2020-01-01 09:00:00,53813.94409125388,49771.47863679004,58822.4422703114,46670.73963769224,61040.51601073658,49771.47863679004,54225.851182533515,58822.4422703114
2020-01-01 10:00:00,53960.226220514814,49348.78059583924,58344.33607181367,47802.82772335699,60090.0478641145,49348.78059583924,53871.683179953456,58344.33607181367
2020-01-01 11:00:00,53390.5330592984,48879.32347835968,57040.14070154172,46907.88866317591,59736.58768617797,48879.32347835968,53491.23405158841,57040.14070154172
2020-01-01 12:00:00,52201.21461174406,47261.2794932037,56806.79893095892,44582.99672665161,58781.120351618396,47261.2794932037,52400.858648123096,56806.79893095892
2020-01-01 13:00:00,50913.54002460975,46869.8859489588,55048.21067387431,44150.74528555648,57514.806429251425,46869.8859489588,50903.258192291556,55048.21067387431
2020-01-01 14:00:00,50252.34340492599,46180.24029496467,54543.42622450903,43750.22796526349,57117.023743944155,46180.24029496467,50311.00492585693,54543.42622450903
2020-01-01 15:00:00,50559.190516091585,45929.06325332425,54615.87779856716,44518.07216331562,57614.23396162258,45929.06325332425,50436.96419213375,54615.87779856716
2020-01-01 16:00:00,51386.46679003316,47129.28526534929,55747.29606802268,44497.20989872873,57248.105558452524,47129.28526534929,51277.478107594485,55747.29606802268
2020-01-01 17:00:00,51713.414105056014,47243.35907682337,56338.47394535831,45304.934279515386,58841.388581326304,47243.35907682337,51603.41243788395,56338.47394535831
2020-01-01 18:00:00,50664.07685021316,46831.10253826189,55143.39689271444,43825.52301447791,57432.26726580637,46831.10253826189,50995.23580521737,55143.39689271444
2020-01-01 19:00:00,48129.33361806478,43448.755230639385,52444.32260810346,40573.130881310135,55175.76729355921,43448.755230639385,48034.11154304396,52444.32260810346
2020-01-01 20:00:00,44772.087746015924,40562.97542128635,48637.794612383295,38378.71041147021,50877.74987605503,40562.97542128635,44705.89610038813,48637.794612383295
2020-01-01 21:00:00,41460.148885959396,37228.95952890056,45982.177676392705,34670.345622760666,47925.518027306534,37228.95952890056,41325.5788414775,45982.177676392705
2020-01-01 22:00:00,38681.47492236589,34038.32412686858,43259.74758401903,32320.348778765718,45835.94329304671,34038.32412686858,38816.939057512056,43259.74758401903
2020-01-01 23:00:00,36463.0550508462,32328.353260275268,40770.36566183475,30004.45113763948,43294.475188827295,32328.353260275268,36566.947618238424,40770.36566183475
2020-01-02 00:00:00,45305.23047467999,40780.179837127034,49700.10399311222,38041.80615186391,52153.82148102637,40780.179837127034,45018.68073680982,49700.10399311222
2020-01-02 01:00:00,44502.713510984984,40480.14488707051,49036.64285711208,38295.460803659844,51141.58298551534,40480.14488707051,44407.645298612246,49036.64285711208
2020-01-02 02:00:00,45186.248986727514,40808.81496324773,50009.67564707944,38562.11428167869,52242.59052063832,40808.81496324773,45118.78114538171,50009.67564707944
2020-01-02 03:00:00,47706.5420371294,43243.81301447562,51807.273215998306,40493.410877924354,54187.609932600004,43243.81301447562,47389.128165480324,51807.273215998306
2020-01-02 04:00:00,51687.31094314056,47221.592317768525,56818.196781400155,44902.663208285674,58677.17420840607,47221.592317768525,51944.79649049224,56818.196781400155
2020-01-02 05:00:00,56104.178894746896,51449.92622763237,60204.86905599545,49545.82691041942,62333.90075916526,51449.92622763237,56179.700888761174,60204.86905599545
2020-01-02 06:00:00,59876.96684220363,55482.178080313664,64540.85566236136,53411.05962525133,66455.70490865146,55482.178080313664,60102.286036227844,64540.85566236136
2020-01-02 07:00:00,62459.911657866156,57993.04800138182,66761.0744628122,55605.19253424889,69196.04277041943,57993.04800138182,62437.04697919052,66761.0744628122
2020-01-02 08:00:00,63937.87157639603,59689.91062660922,67860.2520955109,57702.85958927756,70077.70663064656,59689.91062660922,64062.69730437595,67860.2520955109
2020-01-02 09:00:00,64630.99333642979,59920.09569186269,68717.52342491936,57639.75517495122,70718.95936486554,59920.09569186269,64616.94674618266,68717.52342491936
2020-01-02 10:00:00,64673.27520767178,60421.184710997564,68717.83736732864,58041.95200992219,70812.80009278869,60421.184710997564,64547.83356948444,68717.83736732864
2020-01-02 11:00:00,64001.38992871061,59604.09477521324,68292.26993476815,57206.524024877064,70426.95252912896,59604.09477521324,64018.442122267195,68292.26993476815
2020-01-02 12:00:00,62713.2460255615,58557.697751768144,67192.68977383214,56311.53118562378,69570.3758398826,58557.697751768144,62803.94451567417,67192.68977383214
2020-01-02 13:00:00,61331.528001914034,57558.07376436334,65415.61287265041,55842.613858967234,67285.95638668687,57558.07376436334,61426.409586057736,65415.61287265041
2020-01-02 14:00:00,60582.31472567047,56044.46121177551,64827.23722515744,53789.03228817104,67840.330499172,56044.46121177551,60366.95012523451,64827.23722515744
2020-01-02 15:00:00,60808.2215993286,56221.28295999223,65016.008663478715,53809.95956669025,66892.21183578811,56221.28295999223,60865.653137243855,65016.008663478715
2020-01-02 16:00:00,61562.46732381218,57142.060874047085,65752.44668777879,55401.257097263355,68293.41965256582,57142.060874047085,61493.69786611345,65752.44668777879
2020-01-02 17:00:00,61824.89302784549,57489.19204658909,66200.4087075303,55374.59561336019,68704.90399410434,57489.19204658909,61563.40185585363,66200.4087075303
2020-01-02 18:00:00,60719.89455835652,56593.36992120514,65726.96490480474,54497.79598985836,67688.38552689132,56593.36992120514,61015.028678132025,65726.96490480474
2020-01-02 19:00:00,58138.444493075374,53714.20406538192,62611.84590246858,51567.43091253919,64341.348229374,53714.20406538192,58085.57978855173,62611.84590246858
2020-01-02 20:00:00,54743.27725796808,50483.5724911681,58767.19609974776,48075.38926335211,60929.70345793391,50483.5724911681,54413.80999815616,58767.19609974776
2020-01-02 21:00:00,51401.769632784795,47102.13263648703,55938.78133956136,44381.45848133933,57991.665310124605,47102.13263648703,51554.29864078193,55938.78133956136
2020-01-02 22:00:00,48601.18600413732,44512.74515708382,53124.487899631145,42106.91415619799,56174.899046519015,44512.74515708382,48688.608714523005,53124.487899631145
2020-01-02 23:00:00,46367.569161320294,42000.39678121945,50590.1293131554,39687.890477314955,53156.043595127754,42000.39678121945,46471.399107295896,50590.1293131554
2020-01-03 00:00:00,44679.34372277114,40315.789147881136,49325.99151981166,38725.87283265531,51921.527932955185,40315.789147881136,44771.49326138466,49325.99151981166
2020-01-03 01:00:00,43871.26856680603,39472.97590550633,48302.18163216965,37532.25723552906,50438.94446655835,39472.97590550633,43861.739723365914,48302.18163216965
2020-01-03 02:00:00,44551.74263129138,40461.17548268854,48453.80586318111,38061.05065723352,50810.26694188632,40461.17548268854,44590.01594937731,48453.80586318111
2020-01-03 03:00:00,47069.67369294753,42820.23205065322,51193.09405542129,40650.8548568569,53698.339271400684,42820.23205065322,47003.597417011304,51193.09405542129
2020-01-03 04:00:00,51046.82913480468,46476.19566414525,55215.86912179214,43807.976513123635,57577.72699505114,46476.19566414525,51162.90305857078,55215.86912179214
2020-01-03 05:00:00,55456.7579549362,51047.59781705712,59684.896094932665,48922.91557953297,62216.803523886236,51047.59781705712,55599.62574971994,59684.896094932665
2020-01-03 06:00:00,59217.11648759813,55125.97074196365,63931.646423505175,52945.56333195316,66360.20153845719,55125.97074196365,59543.09300173375,63931.646423505175
2020-01-03 07:00:00,61779.92161395439,57364.896005435614,66176.1267589745,54674.34249179675,68648.91190363519,57364.896005435614,61961.745983241766,66176.1267589745
2020-01-03 08:00:00,63227.79295358819,59161.681932949046,67675.97697735728,56453.04992661619,70094.09575984658,59161.681932949046,63150.89778867199,67675.97697735728
2020-01-03 09:00:00,63878.6579543675,59186.296196797965,67790.2426040764,57148.54515961562,70001.0925997147,59186.296196797965,63666.11059408102,67790.2426040764
2020-01-03 10:00:00,63864.35353849089,59738.17621432889,67939.73430451631,57070.78342981486,70637.68608093238,59738.17621432889,63622.27560592114,67939.73430451631
2020-01-03 11:00:00,63119.48779056895,59385.54146134318,67182.27308697424,57070.03620309755,69461.4699641206,59385.54146134318,63147.6830294107,67182.27308697424
2020-01-03 12:00:00,61740.03961010446,57657.70522887388,66418.43000510472,54970.93099263891,68506.94771505657,57657.70522887388,61940.4440778214,66418.43000510472
2020-01-03 13:00:00,60246.93627348576,55932.09068885088,64561.13700328954,53134.473777334075,66392.56795370542,55932.09068885088,60296.908678456995,64561.13700328954
2020-01-03 14:00:00,59364.70769039795,55380.81509629967,63791.975325614716,52928.08219331574,66121.99357536253,55380.81509629967,59437.937395955625,63791.975325614716
2020-01-03 15:00:00,59434.662418119224,55152.6969663183,63683.5077414726,52779.306701459594,66506.04862090231,55152.6969663183,59351.304379182686,63683.5077414726
2020-01-03 16:00:00,60008.985740492724,55984.55718171974,64486.03892968968,53264.24407341386,67013.83447529543,55984.55718171974,59975.94853729874,64486.03892968968
2020-01-03 17:00:00,60066.78710944112,55422.426067071036,63575.78933592131,52515.14641592542,66663.30453505968,55422.426067071036,59672.871565406735,63575.78933592131
2020-01-03 18:00:00,58732.05730457688,54661.77595041565,62832.85137480882,52734.84462662681,65632.80614950154,54661.77595041565,58414.3069574805,62832.85137480882
