date_utc,mae_mw,rmse_mw,mape_percent,wape_percent,bias_mw
2020-01-01,1541.758513652404,1904.8471238829218,3.6376398132918477,3.504218954011068,1477.97246697824
2020-01-02,3658.1755284535902,4089.3895514172978,6.413305577776896,6.764695755308255,3658.1755284535902
2020-01-03,5468.317513776943,5638.416696596987,9.73868900905754,9.831839424609983,5468.317513776943
2020-01-04,1063.1214453497935,1265.8054212056659,2.132546878587667,2.022631886773065,513.9708152154362
2020-01-05,949.4541480725906,1155.8337706162627,2.0010603061335095,1.977888687935596,931.7519621175543
2020-01-06,4185.4957979668625,4464.778824104412,7.1628367287760915,7.361141175239825,4185.4957979668625
2020-01-07,2805.545562434743,2862.1772279234456,4.457958873990577,4.475928514631275,2805.545562434743
