utc_timestamp,point,q0.025,q0.1,q0.5,q0.9,q0.975
2020-01-01 00:00:00,42002.3564636,37526.4227297,39727.8056875,42002.3564636,44725.2512084,46581.6234573
2020-01-01 01:00:00,41763.300238,36022.1550411,39697.8345191,41763.300238,44160.0824625,46467.1866166
2020-01-01 02:00:00,41636.4191066,36183.8058162,39587.17638,41636.4191066,44198.665249,46467.1866166
2020-01-01 03:00:00,41422.0560281,36259.4189257,39712.1801296,41422.0560281,44981.2371281,47107.0682568
2020-01-01 04:00:00,42307.7028134,36182.6320197,39345.807369,42307.7028134,46812.0327602,49186.5308124
2020-01-01 05:00:00,43286.8079267,36063.2819895,39064.6520394,43286.8079267,48288.3990567,52173.0866753
2020-01-01 06:00:00,42817.0240849,37914.2820378,38228.0989722,42817.0240849,48591.003415,52629.9115014
2020-01-01 07:00:00,43456.413884,37616.2668279,38083.4449276,43456.413884,48542.0009085,53229.6948635
2020-01-01 08:00:00,43527.1334908,40919.2290212,41657.5907892,43527.1334908,48369.8598056,51495.2195463
2020-01-01 09:00:00,46210.2891803,42458.587604,43649.9318023,46210.2891803,49425.8551001,50332.2875663
2020-01-01 10:00:00,49379.685614,44255.3343216,44838.370161,49379.685614,49721.7702843,51720.926981
2020-01-01 11:00:00,49251.8250521,44248.0843655,44929.0080505,49251.8250521,49717.15309,51356.5942575
2020-01-01 12:00:00,46311.5034639,42735.3587156,42819.7417525,46311.5034639,49592.7145435,50574.2093385
2020-01-01 13:00:00,45398.9806912,42057.1193768,42451.2685065,45398.9806912,49146.6756702,52033.9548086
2020-01-01 14:00:00,45278.0998657,41932.7834763,42546.4580835,45278.0998657,49955.5910712,53775.0295486
2020-01-01 15:00:00,46252.9237405,42095.3380423,43531.4869169,46252.9237405,51025.476564,54109.4776961
2020-01-01 16:00:00,48165.4368042,43176.1208994,44710.3038648,48165.4368042,52277.0634744,52309.1503297
2020-01-01 17:00:00,48535.3049481,43538.3599844,45183.7034424,48535.3049481,51787.8816454,52144.9196766
2020-01-01 18:00:00,46660.5713356,42932.3327208,43408.8200067,46660.5713356,51786.0666098,51947.2014899
2020-01-01 19:00:00,45397.5544942,42411.0016336,43014.0129456,45397.5544942,51414.3068663,53825.1563722
2020-01-01 20:00:00,44372.6490994,42044.8811103,42679.005422,44372.6490994,51353.9010561,52360.0362567
2020-01-01 21:00:00,44225.9990593,40884.1503333,42599.5472044,44225.9990593,51062.3556289,52273.4083365
2020-01-01 22:00:00,43993.3802419,39776.0334616,40210.2627692,43993.3802419,49636.3126268,51260.6667479
2020-01-01 23:00:00,42266.3672316,38305.3316855,39239.8245647,42266.3672316,44895.4499423,45947.5419514
2020-01-02 00:00:00,41267.7356844,35681.2837656,38506.0834427,41267.7356844,44335.6535534,45914.3845265
2020-01-02 01:00:00,41128.2669794,35604.9099435,38493.0206139,41128.2669794,44065.0484113,45914.3845265
2020-01-02 02:00:00,40735.1453,35701.5948844,38626.1674336,40735.1453,44065.0484113,45664.1387624
2020-01-02 03:00:00,41310.481052,36153.6541821,38822.8044102,41310.481052,44504.7805742,45727.607715
2020-01-02 04:00:00,43422.5183389,36524.0978697,39290.3003471,43422.5183389,46749.2669658,47817.1619293
2020-01-02 05:00:00,44980.3589692,36743.6205182,39526.2169933,44980.3589692,50296.5504373,52092.8168804
2020-01-02 06:00:00,47854.7586339,39672.7104856,40615.2956809,47854.7586339,55656.7021638,56647.7913187
2020-01-02 07:00:00,50393.9352448,40405.12254,42188.7416641,50393.9352448,59994.6484092,60308.5805108
2020-01-02 08:00:00,53113.8683678,42262.0039189,43798.0748687,53113.8683678,62432.1647446,62761.0480219
2020-01-02 09:00:00,60423.424266,43878.1325003,45979.0422501,60423.424266,63947.7529441,63952.2209786
2020-01-02 10:00:00,62707.9742797,46788.5844621,49069.0323605,62707.9742797,65635.6512392,65845.8107295
2020-01-02 11:00:00,62697.9688565,46894.5459345,50401.3662828,62697.9688565,65632.4830544,65736.9428271
2020-01-02 12:00:00,61870.9032646,45563.2122174,48658.705824,61870.9032646,64405.5386375,64452.5263952
2020-01-02 13:00:00,56565.5932129,45219.3301397,47535.1469519,56565.5932129,62372.8035936,63287.6447048
