utc_timestamp,point,q0.025,q0.1,q0.5,q0.9,q0.975
2020-01-01 00:00:00,43347.6699072,34042.2244782,36841.3094684,43347.6699072,54256.1669011,61380.41435
2020-01-01 01:00:00,47246.8761815,34962.121365,37787.9819807,47246.8761815,55456.1557409,60719.3673757
2020-01-01 02:00:00,47700.829908,35865.5573352,36606.8645963,47700.829908,55295.9015254,62082.2806688
2020-01-01 03:00:00,53134.300826,35374.2502462,45265.1236488,53134.300826,59173.7259213,71150.4811385
2020-01-01 04:00:00,56344.0131049,41741.149031,50340.2633174,56344.0131049,64932.9758268,66058.3911206
2020-01-01 05:00:00,63974.5868975,51839.119011,52006.3751092,63974.5868975,72819.5794679,89121.9333048
2020-01-01 06:00:00,66313.4820575,53691.1219638,61340.5139403,66313.4820575,72109.8023203,82203.3873838
2020-01-01 07:00:00,66065.6160779,54309.7647645,60885.1351992,66065.6160779,76565.2304273,89590.5966449
2020-01-01 08:00:00,70251.5965585,56676.0614909,62973.8936787,70251.5965585,74953.7852599,83844.68461
2020-01-01 09:00:00,71711.6106149,60270.6475814,63915.0892072,71711.6106149,77202.165355,92098.6556914
2020-01-01 10:00:00,66793.8185316,60104.4136316,64814.6996124,66793.8185316,84214.9353743,87017.7260685
2020-01-01 11:00:00,68965.2012239,59423.4963597,63812.2484316,68965.2012239,78265.4193797,88993.0160932
2020-01-01 12:00:00,66380.3911558,54306.8181805,60115.8070897,66380.3911558,75763.1402991,86433.4234569
2020-01-01 13:00:00,69382.9302794,58194.9539556,60501.1470276,69382.9302794,73974.7203005,87918.8880083
2020-01-01 14:00:00,66609.6054252,54097.0680128,55000.0112209,66609.6054252,74884.8385239,90079.3966404
2020-01-01 15:00:00,67302.3423277,46352.9092338,59402.5406539,67302.3423277,79915.3133063,92314.179166
2020-01-01 16:00:00,66509.5480894,51549.4115387,55342.3310325,66509.5480894,76339.5653765,82485.9664535
2020-01-01 17:00:00,66851.9178431,50740.1830195,60118.8502284,66851.9178431,76978.1517231,82370.0408473
2020-01-01 18:00:00,67377.2554801,50152.8772228,56765.7641643,67377.2554801,73824.4611643,86392.8971062
2020-01-01 19:00:00,62421.5340353,48700.61751,54160.9306428,62421.5340353,70228.8895496,78166.8936017
2020-01-01 20:00:00,54995.9625812,42296.7316048,49497.4836944,54995.9625812,68751.8086123,79033.022822
2020-01-01 21:00:00,55552.0345875,41188.6562086,49233.8293517,55552.0345875,67225.9508891,74605.8552855
2020-01-01 22:00:00,53701.8994693,35584.9393254,43185.4612907,53701.8994693,62422.2665195,74935.8660338
2020-01-01 23:00:00,48156.1453892,36483.5209232,40025.3215419,48156.1453892,59195.2609555,68010.2416523
2020-01-02 00:00:00,47386.3211881,35841.4552769,41687.0184519,47386.3211881,56459.8454858,66654.380184
2020-01-02 01:00:00,47470.3637566,32875.0176338,39962.2513265,47470.3637566,55929.3005523,63397.9820285
2020-01-02 02:00:00,47250.4187413,37763.7167782,40916.9645171,47250.4187413,57696.0856325,60424.2894627
2020-01-02 03:00:00,51476.0299441,37717.8965648,42773.2924559,51476.0299441,60998.8833298,65564.7633886
2020-01-02 04:00:00,54157.2016326,41974.2954085,47672.6392564,54157.2016326,61838.8628657,74189.8109436
2020-01-02 05:00:00,60806.2133608,41381.9521186,55850.6117771,60806.2133608,68624.869108,74089.9333994
2020-01-02 06:00:00,67341.916449,46216.1710892,59385.2540278,67341.916449,74554.8344346,84180.6950694
2020-01-02 07:00:00,69543.311015,50192.7276904,55676.4370331,69543.311015,77979.830466,88547.2595303
2020-01-02 08:00:00,65646.0891068,52953.7701172,61054.252473,65646.0891068,77297.7145837,92646.0344426
2020-01-02 09:00:00,71143.5491748,54243.4483125,59221.9766504,71143.5491748,75313.0620797,90120.9551279
2020-01-02 10:00:00,68323.0123871,52377.0919998,63101.212743,68323.0123871,76267.0228093,91971.9359323
2020-01-02 11:00:00,67004.0215076,51075.5908442,61340.5938477,67004.0215076,75087.9430626,83862.0977561
2020-01-02 12:00:00,68549.529783,46832.7429574,58872.1422172,68549.529783,73993.8914086,85592.9112052
2020-01-02 13:00:00,67649.4465926,47193.3349192,53662.894688,67649.4465926,74877.2007118,86864.237343
2020-01-02 14:00:00,66414.6114838,52057.6656475,55321.0989804,66414.6114838,72467.3877676,82747.1769626
2020-01-02 15:00:00,64366.9586833,49243.1385595,54922.2280624,64366.9586833,76539.1673092,86636.1617535
2020-01-02 16:00:00,68029.1064488,52137.7394837,54417.0703639,68029.1064488,74459.2319343,83544.1263838
2020-01-02 17:00:00,65454.8041988,47290.9650688,53589.3665966,65454.8041988,76816.4059035,79703.132623
2020-01-02 18:00:00,64254.7754053,51222.8601134,55875.1366784,64254.7754053,76114.8325784,82586.4033492
2020-01-02 19:00:00,59706.1952904,46683.6524663,53736.5359815,59706.1952904,71411.3387234,89564.4203247
2020-01-02 20:00:00,57525.8896092,41545.1229529,49530.751793,57525.8896092,67226.7699396,72862.7361026
2020-01-02 21:00:00,50544.8960844,40012.206746,41018.886358,50544.8960844,62293.5091226,71233.9843323
2020-01-02 22:00:00,49543.3704973,37113.0544315,41726.5126658,49543.3704973,60053.6924332,71259.6945262
2020-01-02 23:00:00,47189.66251,35079.9747363,40829.4093541,47189.66251,57375.2309361,70839.3884583
2020-01-03 00:00:00,44935.5324142,28967.1347517,38189.5531016,44935.5324142,57165.3342716,74171.8983765
2020-01-03 01:00:00,46311.9433926,29104.0759942,38631.4641226,46311.9433926,54485.377841,58378.7675252
2020-01-03 02:00:00,46891.1119562,37791.8541583,40316.3907688,46891.1119562,55708.7628907,64412.2128863
2020-01-03 03:00:00,47269.4932946,33605.3542799,41572.0650519,47269.4932946,59403.8791022,65059.8753774
2020-01-03 04:00:00,55059.1992702,43296.5924552,45492.3801879,55059.1992702,66515.9207015,76933.8963622
2020-01-03 05:00:00,62194.8834604,43372.5044496,49613.7389184,62194.8834604,70565.0997774,80343.9031042
2020-01-03 06:00:00,65167.8901547,42958.7607738,56220.2565772,65167.8901547,75894.6611589,79761.551564
2020-01-03 07:00:00,68685.9716046,48101.8217005,58727.7229774,68685.9716046,77458.1619087,82651.0950181
2020-01-03 08:00:00,68243.058412,52867.7531709,61360.5240757,68243.058412,75036.4427675,85708.004443
2020-01-03 09:00:00,69020.0176746,52499.7165065,61068.5692088,69020.0176746,77132.7857875,83215.0745239
2020-01-03 10:00:00,69048.5645799,55906.6468151,59439.0649775,69048.5645799,82518.6219289,87714.6581076
2020-01-03 11:00:00,68510.7081227,49126.247406,58802.5628813,68510.7081227,77216.202415,85901.919635
2020-01-03 12:00:00,67114.5999795,47948.459495,56386.9366764,67114.5999795,74469.5932556,88190.5930177
2020-01-03 13:00:00,62847.6999765,48164.252657,56927.4766892,62847.6999765,73621.809434,86418.5140748
2020-01-03 14:00:00,62529.7019684,49645.8916434,54355.6915211,62529.7019684,73646.8936868,83258.4775396
2020-01-03 15:00:00,60367.8282521,50271.186732,55548.5952415,60367.8282521,73734.6519477,81500.7686041
2020-01-03 16:00:00,62437.3157394,51786.1703949,52278.7060596,62437.3157394,73451.2738044,79428.9504854
2020-01-03 17:00:00,64649.8906772,45217.2891039,54700.1388662,64649.8906772,73931.6302553,87188.4148538
2020-01-03 18:00:00,60251.1035723,48313.1500386,48466.2958284,60251.1035723,70788.1944747,84486.1809164
2020-01-03 19:00:00,56585.3466576,42947.2774199,49485.11803,56585.3466576,65676.5937424,82717.6911458
2020-01-03 20:00:00,55819.3247152,43805.7954639,49307.9767252,55819.3247152,66182.0144693,73813.1276367
2020-01-03 21:00:00,53605.8841143,40818.6451665,45555.5469579,53605.8841143,62400.7448031,76729.8329351
2020-01-03 22:00:00,45907.6987046,36509.2277877,42332.4002537,45907.6987046,59163.11156,79171.781957
2020-01-03 23:00:00,46529.9506544,34169.913114,37564.194753,46529.9506544,56236.4910897,63131.7107197
2020-01-04 00:00:00,43153.2652826,32904.2670579,33083.9920341,43153.2652826,53752.3576393,62910.5404582
2020-01-04 01:00:00,44863.7689437,33700.3940992,36605.8757426,44863.7689437,51128.9922687,67263.5006906
2020-01-04 02:00:00,44825.8529002,32089.3551275,32145.7397602,44825.8529002,51365.870986,62473.3006883
2020-01-04 03:00:00,41912.2273647,29761.8933793,37520.2090794,41912.2273647,53776.5762291,66264.8917222
2020-01-04 04:00:00,44740.1988665,32063.3885642,38796.7192073,44740.1988665,52032.6113599,61534.8286692
