utc_timestamp,DE_load_forecast_mw
2020-01-07 11:00:00+00:00,68689.9
2020-01-07 12:00:00+00:00,68378.0
2020-01-07 13:00:00+00:00,67923.3
2020-01-07 14:00:00+00:00,67861.4
2020-01-07 15:00:00+00:00,68217.0
2020-01-07 16:00:00+00:00,69188.5
2020-01-07 17:00:00+00:00,69214.6
2020-01-07 18:00:00+00:00,68843.5
2020-01-07 19:00:00+00:00,66328.3
2020-01-07 20:00:00+00:00,62999.1
2020-01-07 21:00:00+00:00,59580.0
2020-01-07 22:00:00+00:00,56598.4
2020-01-07 23:00:00+00:00,52134.1
