utc_timestamp,actual_MW,forecast_MW
2020-01-02 13:00:00+00:00,59483.0,64075.59859875661
2020-01-02 14:00:00+00:00,59173.0,63760.08833277412
2020-01-02 15:00:00+00:00,60091.0,64784.94727922111
2020-01-02 16:00:00+00:00,62599.0,67704.0212387796
2020-01-02 17:00:00+00:00,62923.0,68091.39374002648
2020-01-02 18:00:00+00:00,61932.0,66240.96021977681
2020-01-02 19:00:00+00:00,58422.0,61896.65238950894
2020-01-02 20:00:00+00:00,55661.0,60155.694543929734
2020-01-02 21:00:00+00:00,54103.0,56505.59430286439
2020-01-02 22:00:00+00:00,50732.0,51809.19088568817
2020-01-02 23:00:00+00:00,47641.0,49769.656839417206
2020-01-03 00:00:00+00:00,46071.0,47603.82517509854
2020-01-03 01:00:00+00:00,45485.0,46597.38407043054
2020-01-03 02:00:00+00:00,45301.0,46872.354080711746
2020-01-03 03:00:00+00:00,46070.0,47634.61670253497
2020-01-03 04:00:00+00:00,47894.0,50172.32937154396
2020-01-03 05:00:00+00:00,51787.0,55352.49842239798
2020-01-03 06:00:00+00:00,55935.0,60983.09224905658
2020-01-03 07:00:00+00:00,59496.0,63804.29248294119
2020-01-03 08:00:00+00:00,60888.0,65556.57639717075
2020-01-03 09:00:00+00:00,61751.0,66646.02039337947
2020-01-03 10:00:00+00:00,63204.0,67312.4857615692
2020-01-03 11:00:00+00:00,63230.0,67087.97619078543
2020-01-03 12:00:00+00:00,61575.0,65919.35406023994
2020-01-03 13:00:00+00:00,60449.0,64795.68307033771
2020-01-03 14:00:00+00:00,59983.0,64417.60379420624
2020-01-03 15:00:00+00:00,60757.0,65279.894014464975
2020-01-03 16:00:00+00:00,62491.0,67530.80364071252
2020-01-03 17:00:00+00:00,62157.0,67097.2685938627
2020-01-03 18:00:00+00:00,60931.0,65348.85932614364
2020-01-03 19:00:00+00:00,56910.0,61168.85254425033
2020-01-03 20:00:00+00:00,53806.0,58072.5333729451
2020-01-03 21:00:00+00:00,52540.0,56081.865642335855
2020-01-03 22:00:00+00:00,49359.0,52880.36902944815
2020-01-03 23:00:00+00:00,46773.0,48216.57799347556
2020-01-04 00:00:00+00:00,45003.0,45159.74255406078
2020-01-04 01:00:00+00:00,44345.0,44709.64693502506
2020-01-04 02:00:00+00:00,43801.0,44120.467282276615
2020-01-04 03:00:00+00:00,44501.0,43790.38078986263
2020-01-04 04:00:00+00:00,45049.0,43588.69704751648
2020-01-04 05:00:00+00:00,46138.0,44493.565724601794
2020-01-04 06:00:00+00:00,48876.0,46628.577467554795
2020-01-04 07:00:00+00:00,51876.0,50759.03483122232
2020-01-04 08:00:00+00:00,55337.0,53089.29622389286
2020-01-04 09:00:00+00:00,57584.0,55077.401942858996
2020-01-04 10:00:00+00:00,59443.0,55635.52504677852
2020-01-04 11:00:00+00:00,59873.0,56314.39825316828
2020-01-04 12:00:00+00:00,58499.0,54788.418318526994
2020-01-04 13:00:00+00:00,57624.0,53471.94212694047
2020-01-04 14:00:00+00:00,56651.0,53621.73696054066
2020-01-04 15:00:00+00:00,58144.0,55134.11994411918
2020-01-04 16:00:00+00:00,60436.0,58224.128210232884
2020-01-04 17:00:00+00:00,59971.0,58516.15798972387
2020-01-04 18:00:00+00:00,58093.0,56535.83211248179
2020-01-04 19:00:00+00:00,54603.0,53118.10544856151
