utc_timestamp,point_mw,q0.025_mw,q0.1_mw,q0.5_mw,q0.9_mw,q0.975_mw
2020-01-01 00:00:00,41363.188,36280.77311883553,38039.97536023396,41363.1875,44686.39963976604,46445.60188116447
2020-01-01 01:00:00,40315.79,35453.13707862258,37136.27183065705,40315.7890625,43495.30629434295,45178.44104637742
2020-01-01 02:00:00,41897.797,36336.14115368506,38261.2256660939,41897.796875,45534.3680839061,47459.452596314935
2020-01-01 03:00:00,44320.305,37206.38715785293,39668.764037168185,44320.3046875,48971.845337831815,51434.222217147064
2020-01-01 04:00:00,48855.39,36997.682208584825,41102.05183679039,48855.390625,56608.72941320961,60713.099041415175
2020-01-01 05:00:00,52494.55,37839.64167515464,42912.22077112093,52494.55078125,62076.88079137907,67149.45988734535
2020-01-01 06:00:00,55018.926,39635.43738743479,44960.203381176136,55018.92578125,65077.648181323864,70402.4141750652
2020-01-01 07:00:00,56741.887,43902.95602035583,48346.96116591802,56741.88671875,65136.81227158198,69580.81741714416
2020-01-01 08:00:00,60933.64,49217.92145491991,53273.14361468354,60933.640625,68594.13763531647,72649.35979508009
2020-01-01 09:00:00,61252.73,49984.193159572285,53884.629960840226,61252.73046875,68620.83097665978,72521.26777792771
2020-01-01 10:00:00,59333.44,48262.1235589893,52094.29577310795,59333.44140625,66572.58703939205,70404.7592535107
2020-01-01 11:00:00,58806.85,46809.0784542287,50961.92939493158,58806.8515625,66651.77373006841,70804.6246707713
2020-01-01 12:00:00,58089.52,46698.86057940861,50641.56797323063,58089.51953125,65537.47108926937,69480.17848309138
2020-01-01 13:00:00,57454.496,45691.25832419512,49762.928341302686,57454.49609375,65146.063846197314,69217.73386330488
2020-01-01 14:00:00,55633.812,44408.814527480805,48294.180834118764,55633.8125,62973.444165881236,66858.8104725192
2020-01-01 15:00:00,56127.72,46498.95066459307,49831.80570697798,56127.71875,62423.63179302202,65756.48683540693
2020-01-01 16:00:00,56213.055,45896.997668920565,49467.74756620088,56213.0546875,62958.36180879912,66529.11170607943
2020-01-01 17:00:00,56467.434,46724.88711080499,50097.12485537836,56467.43359375,62837.74233212164,66209.980076695
2020-01-01 18:00:00,55015.996,44726.23781066625,48287.88479130887,55015.99609375,61744.10739619113,65305.75437683375
2020-01-01 19:00:00,52495.914,44323.17814744987,47152.049282671935,52495.9140625,57839.778842328065,60668.64997755013
2020-01-01 20:00:00,49883.734,43484.258648716524,45699.342110461606,49883.734375,54068.126639538394,56283.21010128347
2020-01-01 21:00:00,46889.535,40361.477945068655,42621.067977799554,46889.53515625,51158.002334700446,53417.592367431345
2020-01-01 22:00:00,43336.7,36949.002416647054,39160.00877875688,43336.69921875,47513.38965874312,49724.396020852946
2020-01-01 23:00:00,41619.95,35500.546890879414,37618.68710610961,41619.94921875,45621.21133139039,47739.351546620586
2020-01-02 00:00:00,40333.344,34317.06251550156,36399.50889607158,40333.34375,44267.17860392842,46349.62498449844
2020-01-02 01:00:00,40374.81,34220.41593228432,36350.667531725114,40374.80859375,44398.949655774886,46529.20125521568
2020-01-02 02:00:00,40644.04,34812.946671144324,36831.29268454514,40644.0390625,44456.78544045486,46475.131453855676
2020-01-02 03:00:00,42107.844,34952.30713161188,37429.08984026477,42107.84375,46786.59765973523,49263.38036838812
2020-01-02 04:00:00,47288.785,35509.0360299445,39586.42120792362,47288.78515625,54991.14910457638,59068.5342825555
2020-01-02 05:00:00,50048.27,35901.11455191322,40797.942099327425,50048.26953125,59298.596963172575,64195.42451058678
2020-01-02 06:00:00,53901.67,38201.985209477745,43636.19853800841,53901.671875,64167.14521199159,69601.35854052225
2020-01-02 07:00:00,56760.527,42377.487636430094,47355.96317848981,56760.52734375,66165.09150901019,71143.5670510699
2020-01-02 08:00:00,57566.805,45255.593334929574,49516.936267933306,57566.8046875,65616.67310706669,69878.01604007042
2020-01-02 09:00:00,60684.457,49209.50240182743,53181.387492275404,60684.45703125,68187.5265702246,72159.41166067257
2020-01-02 10:00:00,59448.156,48140.31151858741,52054.35400017049,59448.15625,66841.9584998295,70756.00098141258
2020-01-02 11:00:00,56975.215,44983.83937182472,49134.475865740016,56975.21484375,64815.953821759984,68966.59031567528
2020-01-02 12:00:00,57984.32,44843.50730980345,49392.00453069414,57984.3203125,66576.63609430587,71125.13331519655
2020-01-02 13:00:00,56152.2,43115.66338193209,47628.066610837355,56152.19921875,64676.331826662645,69188.7350555679
2020-01-02 14:00:00,54100.812,42725.2303414264,46662.719127216755,54100.8125,61538.905872783245,65476.3946585736
2020-01-02 15:00:00,55150.125,43217.86904718847,47348.042197752475,55150.125,62952.207802247525,67082.38095281152
