utc_timestamp,point_mw,q0.025_mw,q0.1_mw,q0.5_mw,q0.9_mw,q0.975_mw
2020-01-01 00:00:00+00:00,33757.64693233649,27295.25238076769,29667.53882840407,33821.01028370175,37953.364209060615,40332.417244049604
2020-01-01 01:00:00+00:00,32997.62885708247,26078.12842227736,28353.897167680425,33007.96441661964,37323.166700204834,40239.199953676194
2020-01-01 02:00:00+00:00,33736.938728825786,27218.739002545142,29407.52921598757,33711.52043285926,38138.31985366899,40273.64370887063
2020-01-01 03:00:00+00:00,36324.922824738605,29292.602116034777,31563.53564606044,36177.726613065926,40430.48667095712,42607.78026671442
2020-01-01 04:00:00+00:00,40383.782680913995,33976.5500743998,36033.21730475564,40242.380482767025,44757.26500654844,46829.34174376514
2020-01-01 05:00:00+00:00,44887.49903131444,37856.88424359172,40283.35710032702,44645.66972313564,48896.109003679885,51303.832682608045
2020-01-01 06:00:00+00:00,48754.1583599087,41967.11857445923,44167.534521610934,48747.34977166555,53197.02089283338,55515.424040058875
2020-01-01 07:00:00+00:00,51436.205782036326,45094.20013006052,47437.662033159075,51625.74022636187,55767.662936379566,57947.582596703694
2020-01-01 08:00:00+00:00,53016.68569352513,46425.57328926499,48741.475426016186,53001.7719889062,57420.04785590551,60030.23718338925
2020-01-01 09:00:00+00:00,53813.94409125388,47386.36597316478,49858.467414897495,53766.378409446304,58199.88127353006,60480.877516924804
2020-01-01 10:00:00+00:00,53960.226220514814,47319.978110083684,49475.722128123045,54047.79530770886,58080.870665389586,60380.92279387735
2020-01-01 11:00:00+00:00,53390.5330592984,46994.80927508585,48972.25418769681,53345.049879135666,57967.33330218214,60256.59759435041
2020-01-01 12:00:00+00:00,52201.21461174406,44984.13852876554,47792.87283097032,52062.36796736191,56666.65344798165,59338.589531916004
2020-01-01 13:00:00+00:00,50913.54002460975,44556.6590048711,46510.7818802922,50901.39845036341,55225.02585919147,57462.03903030457
2020-01-01 14:00:00+00:00,50252.34340492599,43468.67394494822,45905.06134826595,50242.187410694605,54620.96695869907,57042.274029858905
2020-01-01 15:00:00+00:00,50559.190516091585,43419.658215201656,46141.29339290274,50468.150816629175,54883.08796308894,57408.33762102176
2020-01-01 16:00:00+00:00,51386.46679003316,44955.655029368565,47090.22012800717,51380.3130609622,55828.30948588786,57861.7223652399
2020-01-01 17:00:00+00:00,51713.414105056014,45550.129879203625,47684.8975196094,52045.23391934998,55962.53708165986,58455.136647863736
2020-01-01 18:00:00+00:00,50664.07685021316,44518.83485510195,46388.6292043366,50372.8050172377,54785.269661214086,56884.468558442386
2020-01-01 19:00:00+00:00,48129.33361806478,41514.924306125446,44102.183948520345,48028.04559921568,52605.98345738893,54841.33905048508
2020-01-01 20:00:00+00:00,44772.087746015924,37915.581833350974,40483.51444299662,44774.89042181619,49170.13506231889,51516.667457069525
2020-01-01 21:00:00+00:00,41460.148885959396,34624.00584070581,37018.70928445386,41568.141550279375,45464.02232453333,47608.247651239646
2020-01-01 22:00:00+00:00,38681.47492236589,31869.71267913498,34269.83602956649,38520.98598502513,43235.7514225073,45165.414089623555
2020-01-01 23:00:00+00:00,36463.0550508462,29908.508874781815,32293.21132075229,36320.505320464,40839.16548337384,43425.46026476947
2020-01-02 00:00:00+00:00,45305.23047467999,38443.582960703425,40642.826705881846,45290.96908327965,49764.659778851616,51448.1439050279
2020-01-02 01:00:00+00:00,44502.713510984984,37863.724959643565,40098.764538185955,44501.31957424654,48663.99320428005,50782.1799654263
2020-01-02 02:00:00+00:00,45186.248986727514,38322.90232868724,40743.2689723313,45343.898531601546,49511.11325404531,51665.15038250452
2020-01-02 03:00:00+00:00,47706.5420371294,40634.63934812023,43248.662966675394,47776.61159314866,51880.86953235672,54513.73707294348
2020-01-02 04:00:00+00:00,51687.31094314056,44974.10932235193,47758.98491099599,51896.17156309477,56091.643360979244,58485.158052264414
2020-01-02 05:00:00+00:00,56104.178894746896,49970.0922726386,51990.292939675695,56263.18363306788,60272.05220746735,62604.99667656468
2020-01-02 06:00:00+00:00,59876.96684220363,52952.89641065923,55558.71194451412,59991.70080503577,64022.27805253357,66336.5888609233
2020-01-02 07:00:00+00:00,62459.911657866156,55441.326633907796,57978.448713941965,62346.54599865993,66700.63460635504,69026.13808606936
2020-01-02 08:00:00+00:00,63937.87157639603,57166.778360573706,59675.59929427486,64016.81386238553,68428.17997902837,70601.21908151828
2020-01-02 09:00:00+00:00,64630.99333642979,57763.58416518197,60353.599867272846,64704.77789605381,69223.53914340623,71232.08771103703
